source,text
1764,"A few of my peppers are, it seems, suffering blossom end rot - first identified a week or two ago - this is based on the descriptions on the condition elsewhere on the site, but here's a few pics to help confirm:



From what I read on here, and in other locations on the web, the afflicted fruits can't be ""cured"" of this state; any damage done is permanent. So:

Is an afflicted fruit ever salvageable (for the purposes of being eaten)?
Should I be removing afflicted fruit from the plant as soon as the condition is noticed?
Or should I wait for a certain level of severity before acting?
Or maybe there is some obscure benefit to leaving the fruit on the plant?



As Mancuniensis' answer says, pick them as soon as you see damage and cut away the bad parts. 
One other reason for picking them immediately is that you don't want to leave spoiled/damaged fruit on the plant. This will let bugs get in -- they'll spoil the fruit completely (and could eventually cause harm otherwise healthy parts of the plant).
"
1768,"A few of my peppers are, it seems, suffering blossom end rot - first identified a week or two ago - this is based on the descriptions on the condition elsewhere on the site, but here's a few pics to help confirm:



From what I read on here, and in other locations on the web, the afflicted fruits can't be ""cured"" of this state; any damage done is permanent. So:

Is an afflicted fruit ever salvageable (for the purposes of being eaten)?
Should I be removing afflicted fruit from the plant as soon as the condition is noticed?
Or should I wait for a certain level of severity before acting?
Or maybe there is some obscure benefit to leaving the fruit on the plant?



Yes you can eat them - just cut away the rot. Remove them for all the reasons already given. Also the rot will only grow - so you might as well salvage the pepper whilst you can. 
Another reason is that too many fruit on a plant can restrict future fruit formation - so you might as well remove the ""zombie"" fruit to give space for new, hopefully better fruit.
"
1777,"Are millipedes considered good or bad for plants? 
From wikipedia:

Millipedes are detritivores and slow moving. Most millipedes eat
  decaying leaves and other dead plant matter, moisturising the food
  with secretions and then scraping it in with its jaws. However, they
  can also be a minor garden pest, especially in greenhouses where they
  can cause severe damage to emergent seedlings. Signs of millipede
  damage include the stripping of the outer layers of a young plant stem
  and irregular damage to leaves and plant apices, the very top of a
  plant.



Although millipedes can be  quite beneficial in the compost pile, in that they help to break down the contents, they also feed on vegetables and can destroy seedlings, as you point out; the few, small benefits they confer are far outweighed by the the harm they can cause, particularly when their numbers are high - see Millipedes eating my vegetable seedlings .
"
1788,"I am growing sunflowers and they grow quite high, sometimes toppling over. What kind of support can I give to them in this case?


I currently have a wobbly sunflower tied with twine to one of the tepees for pole-beans I built from some saplings I cut. We had 60mph+ winds during a storm this past weekend and that sunflower is still standing. The ends of the stakes are just pushed 6"" or so into the loose soil.
I just tied on a bit of twine that I had laying around in the garden. The bug ugly knot in the back is where the tepee is lashed together. It's not terribly secure, but I'm not going to cry if we get hurricane-force winds this weekend and the worst that happens is my 7' tall sunflower falls down.

"
1792,"I've been given a few peppers plants a few weeks ago, which I'm now trying to grow inside, on my sunnier window ledges. While trying to find out how to care for them, most advice I've found seems to indicate that I should ""pinch out"" the top when the plant is ~30 to 40cm tall (the tallest is current;y about 30cm now, so I'll need to do something with them soon).
I understand why we do this, and think I know approximately what I should be doing, but I'm a complete novice and have never tried to do this before, and would rather not accidentally kill them early on.
So, exactly how do I pinch out a pepper plant?


I've never pinched out peppers, but when I pinch out small tomato suckers or the tips of basil (especially if I'm removing a flower), I literally use my fingertips to pinch the stem and it comes away from the plant.
However, if I'm pruning a thicker stem that I know isn't going to just pinch away from the plant, I will use scissors. This avoids a ragged/torn stem that is going to damage the plant and may invite disease and/or pests.
You can try pinching your peppers with fingertips. If you don't get a clean cut this way, go get scissors and snip just below where you pinched so you have a clean cut.
As with so many things, this is one of those activities that's easier when you keep up on it. Pinching suckers with your fingertips is quicker and easier than pruning stems with scissors.
"
1793,"I live in Minnesota, I have bulbs I dug up last fall. This spring was so wet and I was so busy, I couldn't get them in the ground. I realize it is really too late to plant them now. But what should I do with them? Some of the sprouted in the bags I was storing them in. Would they be okay for next spring? Should I plant them?
I did miss a couple last fall and they sprouted beautifully several weeks ago. Should I just plant them so they can grow next spring?


Without knowing what bulbs you have, I can only give general advice:

Remove and discard any that have sprouted.
Store the bag in a cool, dry, dark place over the winter.
Check regularly and remove any bulbs that have sprouted or are rotting.

You might have some that are viable next spring.
"
1794,"In the past 2 months, I tried to germinate some pepper seeds, but all of them failed. I used some tiny pots to contain the soil (don't know more about it; just black soil in general) and the planted the seed about 1 cm below the surface. I have placed nothing on the pot as cover and I water them with a watering pot once a day. The room temperature is about 29°C (84°F).
What else should I do in order to encourage the seeds to germinate?


Water (as covered by bstpierre) is my first thought, and his comments about seed quality are good - this could easily explain very poor germination rates.
Which kind of pepper seeds? Some species cultivars are harder to germinate. Most varieties such as bell peppers, jalapeños, etc are in the easy category.
Soaking the seeds for a few hours in salt petre (Potassium Nitrate) is recommended for the harder to germinate varieties. I do this as a matter of course but should probably do a comparative test - I'm not convinced it has a great affect.
Finally, I plant at a much shallower depth, sprinking the potting compost over the seeds to cover them up. Due to vagaries of my technique and that I push exposed seeds in with a finger, some definitely end up 1+cm down and still germinate (I don't know what percentage germinate at this depth).
If there are any kids reading all this, the above could make a good junior science fair project!
"
1802,"I have a tomato plant that is now 6ish feet tall and still seems to be growing up and up. Is there a way to discourage this upward growth and keep it to a height that I won't need a ladder to harvest?


Unless perhaps it's a specialist variety then if it's 6ft then it has already put out more than four trusses - I presume. So you should have already pinched out the top to retard upward growth and force the plant to focus its energies on its fruit.
I work on the 4 trusses principle. However I didn't try to answer this question because I hoped for a more expert gardener than me to chip in and confirm it.
"
1803,"I have a tomato plant that is now 6ish feet tall and still seems to be growing up and up. Is there a way to discourage this upward growth and keep it to a height that I won't need a ladder to harvest?


Simply pinch out (prune) the growing tips. This will also help the plant put more energy into ripening fruit.
"
1806,"I am growing sunflowers and they grow quite high, sometimes toppling over. What kind of support can I give to them in this case?


I find that little bamboo stakes do nothing. You need a serious stake:  1/2"" to 1"" diameter and anywhere from 5' to 7' tall.  Tie the sunflower at several points along the stem. to reduce point stress.
All this will do nothing if you have squirrels around who think nothing of hanging off the seed head.  Damage from gale force winds cannot be prevented either.
Another approach is to trim the plant during the growing season of the side shoots which can add considerable weight to the plant.
Planting a smaller cultivar is also quite successful
"
1812,"Gophers or ground squirrels are common pests in North America, that can destroy the fruits of your hard labour. They create extensive underground tunnels and are mostly active at night. A typical gopher infested yard looks like this with mounds of mud and dirt piled up at the entrances to the tunnels.

What would be a good way to get rid of the gophers in a non-lethal way? I know that there are professionals who do come out, lay traps and kill them or you could buy some rodent poison at the local Home Depot/any gardening store. I'd like to know if there are alternatives to these because a) the first option can be expensive and b) I don't want to end up with a bunch of dead animals in my yard when I have no clue how/where to dispose them.


Below are a couple more suggestions:

Attract natural predators, especially birds of prey might be another option worth investigating a little more:

Attract hawks and owls into their area, by putting up a perch (roost) in the middle of the area. A simple cross beam ""T"" six or more feet off the ground will give those birds of prey a convenient platform to hunt from.

To prevent gophers (and other burrowing, tunneling pests) entering an area, a ""low"" level fence that is sunk (buried) into the ground 2ft (600mm) makes a very effective barrier:

If using a metal mesh type fence, spacing between wires should be no bigger than ½inch (12.5mm).


"
1814,"I had my soil tested last fall. As part of the submission I checked the box that said I use manure as a soil amendment / fertilizer.
In the results from the lab, they included a note that said that manure is a good source of many necessary nutrients, but it is not a good idea to rely on it as the sole source of nutrients over the long term.
Unfortunately they didn't say why. What's wrong with adding a bit of manure to my garden every year? (I have vast amounts of horse manure at my disposal.)


This question has been answered very fully. I entirely agree with most of the comments  and there is little to add; however, there is one important aspect of long-term/ over-manuring that has not been mentioned: soil pH. Regular use of manure, whether the cow or horse variety, will slightly lower the pH, and over-use will over-acidify your soil, just as too much fertilizer would, although to a lesser extent. Hence the need for regular soil testing. The increased soil acidity can, of course, be corrected by liming. 

Lowered pH. Regular manure application lowers soil pH. The acidifying effect of manure is less than that of inorganic fertilizers. 

Soil Scientist: What is Manure? - University of Minnesota Extension - a very full and interesting article.
"
1818,"I've got a rock area around the back of my house that is getting overrun by weeds.  The reason the weeds are able to grow there is because the weed barrier has shifted some so there are gaps between some of the sheets, there are holes in it, and some soil has settled on top of the barrier and underneath the rocks.  I'm thinking that I'd like to replace the weed barrier to ultimately keep this under control, but I'd like to kill off any weeds that are there first before moving the rock and laying the barrier.
I've tried using Round-Up, but the weeds will usually come back within a few weeks.  I've also tried to pull them to keep them under control, but that's getting tiring.  I was thinking, since nothing is supposed to be growing there anyways, what if I just bake them out?  How would I go about doing this and what supplies should I pick up for this?


It all depends on the kind of weeds.  Annual weeds like dandelions can be baked out as Mike Perry describes.  Crown vetch seems to be far harder to remove and horsetails or equisetum are impossible to remove.
For annual weeds and perennial weeds of some types I recommend pool liner.    Whatever thickness you can get, just lay it down on the surface and cover with a mulch.  Leave for a few years and some of your problems are gone.
"
1822,"Is there any reason to avoid putting flowers purchased from the florist in compost?
The flowers were gifts but are now wilting.  Would florists or growers use anything on the flowers to preserve them that might be bad for compost?


We regularly put such flowers on the compost. Take care to remove any ribbon, wire, oasis, etc. None of that stuff will compost down.
Also a lot of cut flowers (eg. Roses) will dry to woody long material. They will break down much quicker if you cut them into 3-4 pieces first.
"
1824,"There are many books & websites which will tell me the optimal time of year to lay turf.
However, laying turf requires all kinds of preparation, plus you've got to coordinate obtaining the stuff and using it promptly. It's not an item that can sit around. So you can't do half the job one weekend and finish off the following weekend.
So you need to set aside a big old chunk of time. In my case that might be a time of the year when it's not optimal but still viable.
So my question is which months of the year are optimal, which are viable, and which are forget it. I'm in the south of England.


I have only ever laid turf once, so I'm no expert, but this is how I interpret the advice from Dr. Hessayon (""The Lawn Expert"") which seems pretty sound:

Optimal months in the UK are (in this order) early or mid-September, when the soil is still warm but there is little chance of a water shortage, October and November
Viable months are December to February, provided the ground is neither waterlogged nor frozen; also March and April, but this may involve regular watering when the weather is dry
to prevent the turves from shrinking and the roots from dying
'Forget-it' months are May to August - newly-laid turf would require frequent watering in the summer heat and would struggle to establish itself.

"
1830,"When is the best time to plant out a peach sapling?
I have been trying my hand at growing cuttings from peach tree prunings, and eventually(*) have one that is almost big enough to plant out. I'll wait until after the coming winter, but when is the ideal time? Presumably spring?  Should I plant it out before the leaves come out, or after?
(*) Two attempts. First mistake was the wrong time of the year. Also I've tended to use branches that are too thin.


You shouldn't plant the sapling when the ground is frozen or if it is too cold outside. The conditions would be too harsh for it to survive on its own. The ideal time would be after the ground has cleared of ice, when spring just sets in.
I can't talk from winter/ice experience, but I planted my peach sapling (about 1.5 ft tall; no leaves, only buds) out last year in late December in San Diego, when the temperature was around 10-15 C (50-60 F), no frost/ice/snow. By mid February, the plant sprouted leaves and by mid March, it had at least 6 peaches growing (which, I did not expect from a tree this young!). Now, it's about 3 feet tall and fully covered with leaves. The pic below is from mid March.

So it's more about how harsh/unwelcoming the conditions are outside than if the leaves have come out/not.
"
1844,"My tomato plant is about 6 months old and about a foot and a half tall.
How often should you prune your tomato plant during this stage? Is it possible to over prune  the plant? I usually use the pinch method of removing stems.
About my tomato plant. This plant is potted and it lives in the hot sunny weather in north Texas.


As a general rule, you can prune tomatoes every 7-10 days.
Yes, it is possible to over prune the plant. If you remove too many stems, you will reduce production. And you don't need to prune a determinate tomato -- they will stop growing at a certain height.
I wouldn't prune yours. At 6 months old, I'd expect it to be much larger than 18"". Is it fruiting? (Mine are about 3 months old and 4-5' tall.)
"
1845,"I want to plant a small size sinningia in my office. I read about the plant and found that it requires high air humidity.
How can I maintain a high air humidity in my office with a simple setup?


Really simple is a terrarium.  A small aquarium, 5 gallon or less, with a layer of drainage at the bottom  (stones for example), a soil separator (landscape fabric or new ladies nylons), and a tropical potting mix.
The key to success is a glass top for the terrarium which retains the humidity in the air. In fact with bright indirect sunlight your problem is more likely to be that fungal agents will ruin the flowers.   Simply take the top off to lower the humidity.
"
1849,"Is there any reason to avoid putting flowers purchased from the florist in compost?
The flowers were gifts but are now wilting.  Would florists or growers use anything on the flowers to preserve them that might be bad for compost?


The only reason not to that I can think of is that commercially produced flowers can have a lot of pesticide residue. Some of these chemicals may break down during composting. And unless you're adding a large amount of flowers to your compost pile (in terms of the ratio to other material) it will be diluted greatly by the rest of your compost feedstock. So it seems unlikely to me that it would cause a problem with the end product, but if you want to be absolutely safe, add the flowers to a compost pile that you won't use on edibles.
"
1854,"I've got a few giant sunflowers that are hanging pretty low.  I peeled off a few seeds around the outside just to see what they looked like and they look pretty big.  They're fairly light though, not dark like the seeds I planted or the seeds you buy in the store, and the seed inside the shell was really flat and almost gooey. 
How much longer do I have to go and when will I know they're ready to pick.  I'd like to roast them. Also, should I knock off the petals on the flower (does this help them not rot)?


Again with my go-to reference on all things seed-related, ""Seed to Seed"" by Suzanne Ashworth, p 87. You can harvest sunflower seeds:

When the head is completely filled out and the petals have fallen off,
cut it off and dry in an area protected from birds.
Remove the seeds when no longer soft or damp.
Using thumbs and index fingers, bend a shelled seed.

If it snaps in two, it's dry enough for storage.
Most will need additional drying.
Dry in a 1"" layer in a basket in a warm area out of direct sunlight. (And safe from those pesky birds, and possibly mice!)


I wouldn't knock off the petals -- they serve as an indicator it is ready as noted above.
"
1855,"I've got a few giant sunflowers that are hanging pretty low.  I peeled off a few seeds around the outside just to see what they looked like and they look pretty big.  They're fairly light though, not dark like the seeds I planted or the seeds you buy in the store, and the seed inside the shell was really flat and almost gooey. 
How much longer do I have to go and when will I know they're ready to pick.  I'd like to roast them. Also, should I knock off the petals on the flower (does this help them not rot)?


Harvesting and storage

Sunflower is ready to harvest when the back portion of the head turns brown. The seeds actually mature somewhat earlier, but the head will be too wet for efficient harvest until the brown color appears. Timely harvest is important to minimize losses due to birds and late season diseases.

You may also wish to read the complete document that the above quote comes from:

Sunflower: An American Native

Personally I wouldn't spend the time removing the petals, as I don't believe it will have any effect on the developing seeds ie It will not speed up the process.
"
1856,"(Asiatic Garden Beetles are a new pest in the mid-atlantic and northeast US.  They look like a smaller, cinnamon-colored European Chafer, the size and shape of a coffee bean.  The grubs do the usual grub thing.  The adults are nocturnal and feast on vegetable and flower foliage.)
We're in NH, and are going to lose our basil plants if I don't come up with a way to control these things (adults) within a few days - they are defoliating the plants.  I'm thinking to put row cover over the plants, but I want to be sure I'm going to be keeping the beetles out - not in!


I made bags to go over the plants out of window screening, using carpet thread for the seams.  It worked well.  I tucked the mouth of the bags an inch or so into the dirt.  After three weeks or so, I removed them.  The beetles didn't return.
I think a very lightweight row cover - the kind that's purely for insect control - would have worked fine if used the same way.
"
1862,"I have Japanese knotweed growing into my garden from an adjoining neighbour's garden.
Does anyone please have any advice of how to get rid of this awful plant?
I'm in the UK.


It will keep coming in as long as your neighbor has it.
Patience and persistence will win, or at least get you to a standoff in the bad-neighbor case.  Roundup and digging work.  For full-grown plants, the root bole can be quite hard to get out - use a D-handle gardening fork, or even a pickax.
If you don't cut the plant first, Roundup often just stunts the plant, making it produce a lot of small foliage.  Dig it out then.
Even if you don't have the wherewithal to dig it all out, just keeping it cut down will slow it down a lot - don't just let it go because you don't have time to get rid of all of it.
"
1870,"I have a young apple tree (Spartan) with a small number of nice sized apples.
How can I tell if they are ready to harvest?


I am currently harvesting some of mine. I support the apple in the palm of my hand and give it a slight twist; if the apple is ready to harvest, it will separate easily from the spur.
Those that are not quite ready for harvesting often ripen very quickly, so it is a good idea to check the ground below the tree every couple of days, to collect up any windfalls before they start to rot.
"
1873,"French beans (or ""green beans"") are widely sold in both dwarf (bush) and climbing (pole) varieties. If anything, my experience is that the climbing varieties are harder to find in seed outlets.
Apart from the obvious the difference - dwarf plants take up less space and you don't need to support them - are there are any other differences?
For example, flavour, heavy cropping, choice of varieties, length of cropping, environmental tolerances?
I'm assuming the dwarf varieties have been manufactured more recently (but I have no idea whether that's true). So is it possible that the gain in convenience has been at the expense of something else?


Reviewing my crop this week, now that it has peaked:

Haven't detected a difference in flavour
Both types flourished
Climbing varieties have cropped much more heavily (by a factor of 3 or 4 times, possibly more)
However I am finding the beans of the dwarf varieties stayed at optimum size and tenderness for very much longer and have resisted overswelling and becoming stringy. Whereas the climbing varieties have rushed to produce outsized unusable beans

We use the beans whole as a tasty vegetable, so this last point is crucial for us. So my opinion of dwarf varieties has been revised upwards this year.
"
1874,"I planted some garlic this spring and I am now wondering when I should harvest it. (I planted them between 60 and 90 days ago -- not quite sure when I put them in.)
I pulled up one the other day and it didn't seem to have a head on it at all, just a stem and a very small collection of roots. 
What does the top of the plant typically look like when it is ready to be harvested?


I've been growing garlic for the last 2 years. You can plant them year round. 
You leave them until the stem wilts, falls over and turns yellow and generally looks dead.
Harvest them, plait the stems into a nice rope of garlic and leave them somewhere cool and dry to dry out a bit. You should then be able to brush the soil off the bulbs and hang them in the kitchen.
"
1891,"Is it possible that an instance of a plant could just be a dud. As in even with great care it is never healthy?


Through natural propagation (ie. seeds) sure - most mutations will be relatively benign (e.g. different color or different weather tolerances), but some are going to result in plants with low viability. Similarly, some are going to result in plants which are much better suited to their local environment. The bad ones die, the better ones do better. A cornerstone of evolution.
Propagation by cuttings (i.e. cloning) is a different matter as the clone is going to be genetically identical to the parent plant.
"
1893,"I obtained an orange tree a few months ago and it always seems to have a lot of problems. Curling leaves, yellow leaves and dying leaves. I am not looking for suggestions as to why I have problems here, but when talking to a person at a hardware store I was told that the tree was probably an indoor tree only and the heat was probably causing it stress. Other people have told me there is no such thing...
It said indoor/miniature Washington navel orange on the tag but also said that it could be outdoors. The sales person said that it's not really indoors but just miniature and that it needed lots of sun. Several other nurseries have also said there is no such thing as an indoor citrus tree that would not do well outside. So question is does such an a/c needing orange tree even exist? Could my tree be one of those?


Well, a citrus tree is not going to do well in a temperate climate. Eg. I've seen miniature kumquats and the like, do well indoors in the UK, but you'd never grow any citrus tree outdoors in the UK. In other words the indoor and outdoor climates can be so very different (incl. in Colorado) that ""no such thing as an indoor citrus tree that would not do well outside"" seems to be assuming a lot.
I see you are in Denver, Colorado. That isn't the kind of climate I would associate with citrus trees of any type! Regardless of the summer climate, you're going to have problems as soon as the first frost arrives.
"
1896,"I obtained an orange tree a few months ago and it always seems to have a lot of problems. Curling leaves, yellow leaves and dying leaves. I am not looking for suggestions as to why I have problems here, but when talking to a person at a hardware store I was told that the tree was probably an indoor tree only and the heat was probably causing it stress. Other people have told me there is no such thing...
It said indoor/miniature Washington navel orange on the tag but also said that it could be outdoors. The sales person said that it's not really indoors but just miniature and that it needed lots of sun. Several other nurseries have also said there is no such thing as an indoor citrus tree that would not do well outside. So question is does such an a/c needing orange tree even exist? Could my tree be one of those?


We're in the dry and hot part of Washington state, and our miniature citrus trees are moved outside in the late spring, brought inside in the early fall.  They get regular (daily) water and direct sunlight, but they also get a chance to acclimatize before it gets too hot.  They are much happier outside and always lose leaves when they are brought in.  
Besides the regular water, make sure they get regular fertilizer.  Ours often get leaves that are too light of green during the summer (the water washes out all the nutrients), and that adds to the stress when they are brought inside.
If you just bought it, go ahead and leave it in for now, and then put it out next spring, after danger of frost.  We half bury the pot ouside (so the wind doesn't blow it over) in an area where the sprinklers hit it.  With it outside, it can be pollinated by bees too.  If it's inside all the time, you'll have to hand pollinate it.
"
1897,"Usually when you buy plants from the store, the soil type might not be suitable to them. Is it safe to change the soil completely? I mean to remove all the soil around most of the roots, then put it into a pot with new soil. I can think of 2 disadvantages: 

The roots cannot hold on to new soil
The roots wouldn't have adapted to new environment.

Would it help if I only changed the soil away from the roots? Are there certain plants more tolerant to such changes and others that aren't?


If the soils types are completely different, even though washing out all the soil may damage the roots, sometimes that is necessary.  We have soil that is almost sand, and if the plants are left in the original rich mulch and planted in that soil, the sand sucks all the moisture out of the mulch and leaves the plant stuck in a hard, dry medium.  If the mulch isn't washed off the roots, many plants can't survive.
So while usually it's much better to leave the plants in the soil they came from, in a few cases that is not the best option.
When we do change out the soil, we dig a big hole, and keep the plants in water and mud while rinsing.  There is a LOT of water used in the process, so the roots are gently rinsed and never get dry.
"
1901,"Can kitchen wastes (like potato peels, onion skins, orange rinds, egg shells, tea inside tea bags etc) be used as manure? If so, how to use them? 
Right now, I'm just dumping them in soil, which I feel is a wrong way to do this. Apart from looking like garbage, it takes a long time to degrade. I wonder whether they degrade at all, or just get buried in mud while watering. 
Will it cause any damage to the plants? Is dumping them on soil considered okay? Or should they be treated in some way before dumping them on soil? 


You should compost them before dumping them in soil. The food waste is not degraded and bacteria/bugs in soil will try to degraded some while releasing bad smell. Also it doesn't look good and require a long time to degrade too. I should warn you, there will be plenty of bugs if you just dump the food to the soil.
Learn how to compost, you can search up this site about composting. I believe there are plenty of question about composting.
"
1902,"Something has been eating my tomatoes just as they begin to ripen. Each day I've been finding one or more tomatoes half-eaten but still attached to the vine. On a couple of days I've also found bits of tomato skin scattered around a wooden chair a few feet away from the tomato plants.  
I haven't seen the critter(s) in the act. I'm guessing it's a squirrel, as we have lots of them in the neighborhood, but it could be some other small mammal.
I've grown tomatoes in the Sacramento region for years and this is the first time I've had this problem. Does anyone have any ideas on whether it's likely to be a squirrel or some other animal? More importantly, is there anything I can do to keep the critters away?
Update: I've selected a ""best"" answer, but please feel free to add your suggestions if you have a better idea. I'd love to find a way to deter the tomato-eating critters without going to the trouble of enclosing my tomato garden in a net.


One option to consider, and I am trying this next year because we had the same issue as you, is I am moving the tomato plants to an upside down hanger.  I have a metal hook hanger that should keep the tomato plants off the ground and out of reach.  Since its smooth metal it should keep the critters from climbing, but if not I have a blocker I can attach to the pole to keep them from climbing.
"
1905,"Can kitchen wastes (like potato peels, onion skins, orange rinds, egg shells, tea inside tea bags etc) be used as manure? If so, how to use them? 
Right now, I'm just dumping them in soil, which I feel is a wrong way to do this. Apart from looking like garbage, it takes a long time to degrade. I wonder whether they degrade at all, or just get buried in mud while watering. 
Will it cause any damage to the plants? Is dumping them on soil considered okay? Or should they be treated in some way before dumping them on soil? 


You can use kitchen wastes in a similar way to what you're doing. It's called trench composting:

Dig a hole about a foot deep.
Add your kitchen scraps.
Bury with the soil from the hole.

They will break down over time.
Now with that said, there are ways you can improve the process. Kitchen scraps are typically mostly nitrogen, and if you can balance it out with some carbon (leaves, straw, wood chips, sawdust, dried out garden wastes, etc) then the composting process will proceed more quickly.
The major risk with any process like this is if you have animals around that will try to get into the kitchen scraps. (And this is true for any composting process that isn't fully enclosed; I've had skunks dig up scraps from under 2-3' of horse manure.)
"
1913,"I live in an apartment building, and my landlord has neglected to mow the back yard for quite a while now. In this time period this unknown plant that I've never seen before has grown to a height of about 38iches (965mm).
I live in Central Missouri, this is the first year I've seen this plant, either here or anywhere else in Missouri. In the first photo you should see the central part of the plant, which is the tallest, and it looks like it has a good root system going because the other leaves look like they're coming from the same system, but I'm not 100% sure because I don't know a lot about plants.
Photos: (Click to enlarge)




It looks like some kind of corn (maize). This was my first thought - a grass related to corn, but I wasn't sure so I've just checked with MrsWinwaed (ecology professor) and she says ""definitely a grass, probably a seed corn""?
Comparing to the corn I have grown in the past, it looks like you only have one flower type? (my corn had male and female flowers) and the flower heads appear with small plants.
Do you have a bird feeder near by? It could be seed from that which has grown.
Edit: Addenda: MrsWinwaed adds that may also be a type of sorghum (ie. another monocot/grass). Bird seed would still be the most likely source. Note that the seed could be from last year, or it could have been carried in.
As for removal, you are probably limited to physical removal. Even a very selective weedkiller is going to kill all grasses/monocots - not much good in a lawn, unless you can live with yellow spots of grass around each treatment.
"
1921,"So I've got a large front yard and I want to use a hedge to divide it and provide some privacy. I live in Western Australia so the soil is very sandy and the area receives full sun, sometimes getting to 40 °C (104 °F) in summer. Also I'm looking for something that will grow like a weed.
What are some plant types that will make a good hedge and survive in the harsh Australian sun?


I'm in Newcastle, Australia, and have a very happy Murraya growing in my front yard.  It receives full sun in a Northernly aspect.  
It grows like mad in summer and requires trimming once a week.  Top temperatures here are usually 30-35C, but 40C is possible.  It is fertilized with cow manure.  I rarely need to water it but the topsoil here is not sandy.
"
1922,"There is a Kadota (I think) fig tree in our yard - the fruit is massive, slightly squishy, and the holes at the bottom of the figs are starting to open and they're starting to pale.
How do I tell if they are ripe or not?  They're only drooping around a centimeter and are growing bigger daily.


I've got a green fig tree too (as of 9 months or so) and was unsure how to pick a ripe one too, but I've had plenty of practice now. Just wait until they give slightly under pressure from a gentle squeeze, similar in texture to brown figs but usually without any signs of browning.
In my case the green figs were ripe at the same size range as with brown figs.
If you do see one that's got some hint of brown it's probably overripe and may be starting to rot on the tree.
After picking the first one and testing the sweetness, you may prefer to let them hang until they're a bit more ""squishy to the touch"", but that's up to your taste.
"
1929,"The bugs are exceptionally small. I've included a video here.
It may be related to the stretched and disfigured appearance of my tomatoes.



Best guess based on the video is that you have some sort of aphid. Is it soft bodied? A close-up, in-focus photo of the insect would be helpful.
If they are aphids, you can knock them off with a spray of water, or spray with a dilute solution of soap (about 1 tablespoon of dish soap to a gallon of water).
"
1937,"I went to pick up some liquid fertilizer for the plant I keep at work and I saw several varieties :

Liquid Growth Indoor Plant 4-12-9 Food;
All Purpose Liquid Concentrate Plant Food 12-4-8 with micronutrients;
All Purpose Liquid Houseplant Food 8-7-6.

Do the numbers have any significance? If so, what do they mean?


The three numbers should represent N-P-K:

N for Nitrogen - helps produce more chlorophyll – makes the leaves/lawn look greener
P for Phosphorus - promotes root development
K for Potassium - helps with winterizing, and drought resistance.

Have fun gardening!
"
1947,"My lawn is infested with dandelions. Although they're benign, the flowers are fun to play with and the plant has several useful properties, it sure is an eyesore and I'd like to get rid of it. How can I eradicate this weed without damaging my lawn?

Source: Wikimedia commons


@Mancuniensis has a good answer. I would add that dandelions can be controlled by de-heading all flowers and flower buds before they go to seed. This goes a long way to reducing their numbers in future years.
I also find they are very responsive to the broad leaf weedkillers and the weed&feed treatments. Ie. not much is required, and stronger ""kill everything"" weedkillers are not required. These days I use the de-heading combined with limited spot treatment with a broad leaf weedkiller once or twice a year.
"
1954,"So, it's nearly cleanup time in Wisconsin and I finally got around to refinishing my tools. I bought a can of boiled linseed oil and coated the tools with it (helps prevent rust).  
Now, everything is covered in boiled linseed oil.  What on earth am I supposed to do with these tools now that they're all goopey? Do I just have to leave them hanging till I want to use them again?  Would I need to recoat them if I go and use them?  And do some tools need multiple coats of oil? 


You should wipe the tools with a clean cloth to remove excess oil. The excess oil will accumulate dust and other particles that you don't want to leave on your tools. When I want it to soak into the handles, I let it soak for an hour or so and then I wipe away all excess oil from all surfaces.
If you have covered the tools well, you should be able to wipe them clean and then store them for months without worry. You aren't trying to scrub them totally clean, you are just wiping away the excess.  As long as you coated them well, they should last 3-6 months. If you are storing them in a really humid location, or have any other environmental conditions that might make it more extreme for the tools, you can re-apply more regularly.
"
1961,"I have a lovely jade plant (Crassula Ovata) growing in the bathroom, but it keeps outgrowing pots and needing to be repotted. I have tried moving it further from the sun and watering it less to try and slow its growth, as I read somewhere that works, but it doesn't take too well to that.
Is it just something I need to live with, or are there ways to slow the growth of succulents?


Prune it hard.  Crassula Ovata can make a very attractive bonsai.  If you keep cutting back the leaves it will put growth into the roots and stem.  If you search for crassula ovata bonsai on google image search you will seem stunning bonsais with massive trunks like this http://www.flickr.com/photos/anafont/3409308362/.
One bit advice though - move it to somewhere drier than a bathroom (assuming you have it in a bathroom with a shower) for a while after pruning because the cuts need to callus over in dry conditions to avoid the risk of rot or fungal infections. 
I water mine thoroughly once a week during the summer and lightly once a month in the winter and try and give them as much sun as possible.  
Be careful moving from low light to lots of light - do it gradually or you can burn the leaves (they shrivel and turn black)
"
1965,"We love having our garden filled with birds, thus we have put up a variety of bird feeders. We also make lots of water available for the birds. The result is a 2½ year old that can identify about 8 birds in the backyard.
We recently had a guest that politely lectured us on how ""un-cool"" we were for creating an dependency for the birds on our seed; how the commercially available seed as like ""junk food"" -- and that when winter comes (we're in Minnesota) the birds might be less inclined to migrate in their search for food. I felt well chastised.
Are there ways to attract birds into our garden naturally (e.g. certain plants/landscaping), and at the same time, also provide a source of food for them?


Provide somewhere for them to nest.  So far nesting boxes have not worked for me but a dense evergreen tree or two would provide a good habitat.
I would also look at discouraging cats.
"
